Unique_Word,Count
algoritmos (algorithms),1
projection al' eatoire non-n' egative,1
calcul de word embedding,1
language resources bottleneck issue,1
participative projects,1
skill extraction,1
tic (information and communication technologies),1
formation,1
wordsurf,1
gerador de ferramentas,1
metaann,1
agreecalc,1
healthcare fora,1
brazilian students,1
musst,1
powergrading,1
visually supported system,1
multimodally-curious nlpers,1
richer search,1
double labels,1
basic image analysis techniques,1
feature-rich nmt,1
reordering search space,1
limited degradation,1
subset of mqm-annotated data,1
head-split dependency trees,1
screen reader users,1
booking.com use case,1
joint arc-factored parsing,1
dual coordinate descent algorithms,1
elastic-substitution decoding,1
sentence-level post-editing effort estimation,1
open-ended challenge problems,1
dropout scheme,1
nnvlp,1
classifierguesser,1
context-based classifier prediction system,1
verb replacer,1
on-demand knowledge validation,1
stcp,1
monserrate,1
annomarket,1
icarus,1
concatenating source sentences,1
fudannlp,1
one-parameter models,1
dkpro wsd,1
dissect,1
teaching mt,1
products of novices,1
brgram,1
máquinas de vetor de suporte (support vector machines),1
asterisk,1
projeto de sistemas de diálogos (design of dialog systems),1
lexical factorization,1
verbs of seeing,1
social systems,1
maladies,1
prioridade (priority),1
probably approximately correct language model,1
corpus-amostra coelho netto,1
domínios especializados,1
tradução,1
formalismo da lfg,1
forums de santé,1
gram\'atica computacional,1
reception study,1
'poison' verbs,1
dijkstra-wsa,1
letter substitution puzzles,1
adult grammar,1
child divergences,1
essay data,1
hdp model,1
action descriptions,1
optimal 1-endpoint-crossing trees,1
factored deterministic automata,1
adjunction,1
subregular classes of languages,1
parameterized complexity,1
honda's case,1
bias errors,1
terminology post-editing,1
industrial translation,1
user network representations,1
minimalist location,1
vancouver,1
pain,1
baseline classification system,1
impaired speech,1
clinical negation detection,1
biocreative vi precision medicine track,1
kindred,1
role-preserving redaction,1
censored data,1
virus species,1
anesthesia events,1
surgery-related processes,1
non-tightness,1
outcomes extraction,1
supervised bigram-based ilp,1
voting intention,1
personal medication intake,1
bacteria habitat extraction,1
addressee's emotion,1
impar,1
commute,1
root degree k,1
logical complexity,1
spred,1
forbidden factors,1
regular stringsets,1
graph transductions,1
crisis management terminology,1
typological gaps,1
exponentials,1
attention cnns,1
word association profiles,1
analogy completion,1
online relative margin maximization,1
bloggers with dementia,1
automated early sepsis alerting,1
large-scale harvesting,1
l1-specific transfer errors,1
tle,1
glossboot,1
individual zone of proximal development,1
feature space hierarchy learning,1
pedagogic developmental benchmarks,1
reimporting prepositions,1
web-based workbook,1
acute confusion,1
discriminative state tracking,1
neural lookahead features,1
fixed distortion limit,1
context gates,1
tagging constructions,1
compositional vector grammars,1
ustb\_prir,1
bad semantic neighbors,1
infection patients,1
quality flaw prediction,1
decomposed amortized inference,1
context-sense metric space,1
electronic cigarette use,1
dpp-based verb clustering,1
veteran affairs electronic health record,1
automated preamble detection,1
conventional classification methods,1
mentions of pain,1
multilingual affect,1
virtual patient record query task,1
vertical similarity judgments,1
lateral thinking,1
non-monotonic sentence alignment,1
name-aware,1
partee triangle,1
unique homomorphism,1
bidirectional tree,1
methodological proposition,1
constru\cc\~oes de estrutura argumental,1
translation competitions,1
prosódia semântica,1
aggregated planning,1
verbos de elocução,1
"verbo ""confessar""",1
statistical nlg framework,1
bulgarian ud parsebank,1
touristic attractions,1
sofrer uma ofensa,1
receber uma advertência,1
verbos-suporte conversos de `fazer',1
insubordination,1
domain-independent abstract generation,1
sensespotting,1
old domain,1
viper,1
semantic frames for digital forensics,1
normalizador de texto,1
unsupervised consonant-vowel prediction,1
modelo de linguagem,1
english word-final /t/-deletion,1
reconhecimento de implicação textual (recognition of textual entailment),1
relevant event mentions,1
digital forensics,1
domínio dos esportes,1
grammar fragment,1
candidatos a termos,1
creative sentence generation,1
domínio do turismo,1
brainstorming support,1
brainsup,1
bases de dados verbais adesse,1
full text shallow discourse relation annotation,1
unity3d/nooj connector,1
practice conversation,1
cognitively impaired users,1
protagonist goals,1
shihbot,1
sexual health information,1
raising constructions,1
lexically diverse dialogue,1
foaf,1
conversational time-buying,1
web semantics,1
factoid arabic questions,1
responsive surface realisation,1
speech verbs,1
french verb accuser,1
french dictations,1
conversational bayesian surprise,1
two-neighbor orientation model,1
cross-paragraph implicit relations,1
lfkqg,1
state-of-the-art dialogue systems,1
medical decision support,1
chatting capability,1
efficiently untied recursive autoencoders,1
reward-balancing,1
dirt cheap,1
keeping it simple,1
on-hold messages,1
redundancy localization,1
conversationalization,1
program input parsers,1
mutually reinforcing reordering,1
sample-efficient actor-critic reinforcement learning,1
voila,1
nonconvex global optimization,1
topical authority,1
japanese-bulgarian language pair,1
dependency factored model,1
nlg micro-planners,1
neuralese,1
third-order non-projective turbo parsers,1
language caption,1
verb physics,1
relative physical knowledge,1
topically,1
linear associative unit,1
review spam detection,1
inter-topic preferences,1
turbo,1
higher-order dependency features,1
syntactic token types,1
general heuristic rules,1
rationale generation,1
adaptation data selection,1
dynamic transition matrix,1
identical events,1
large fine-grained supervision data,1
run-time vocabulary,1
school-of-thought words,1
eurosense,1
term ambiguity detection,1
predicting income,1
preference violation detection,1
large-scale pseudo training data,1
lsh,1
neural symbolic machines,1
variable bit quantisation,1
morph-fitting,1
derivational smoothing,1
verb suggestion,1
iterative transformation,1
general-purpose code generation,1
turnarounds,1
book embedding,1
trysts,1
polish evaluation dataset,1
minimal,1
quantum computation,1
misclassified data correction,1
language independent connectivity strength features,1
binary code prediction,1
labr,1
tandem anchoring,1
multiword anchor approach,1
naturalizing,1
interpretable knowledge transfer model,1
generative domain-adaptive nets,1
diversity driven attention model,1
rivalries,1
nested attention neural hybrid model,1
joint audio-visual analysis,1
deep pyramid,1
joint ctc,1
auto-parsed target domain data,1
morse,1
semantic-ally drive-n,1
timely updated twitter trending topics,1
co-regression,1
cultural fit,1
news reader's emotions,1
affect-lm,1
discourse-level diversity,1
dual prediction,1
emonet,1
quoted opinions,1
comment writer's emotions,1
conditional variational framework,1
alime chat,1
academic corpora,1
models of summary quality,1
superagent,1
hash sampling,1
swanson linking,1
webchild 0,1
personality induction,1
alternative objective functions,1
spoken language assessment,1
scattertext,1
socially equitable language identification,1
action recognition datasets,1
vision tasks,1
scalable decipherment,1
latent personas,1
task design trade-offs,1
semedico,1
structured network,1
context free tag variant,1
n-gram lattice,1
joint effects,1
frontier of fast and accurate parsing,1
morphological forests,1
in-order transition,1
parsing with traces,1
o(n4) algorithm,1
204 cm man,1
life-inet,1
testing significance,1
anchored correlation explanation,1
biomedical evidence synthesis,1
benben,1
neural attention weights,1
esteem,1
feature marginals,1
arc-swift,1
network framework,1
nondeficient variants,1
numerical open ie (information extraction),1
empowerment detection,1
high-multiplicity assignments,1
smoothed marginal distribution,1
group sparse cnns,1
cardinal virtues,1
automatic compositor,1
evidence signals,1
first folio,1
stair captions,1
large-scale japanese image caption dataset,1
offset inference,1
demographic inference,1
phonotactic word segmentation,1
pocket knowledge base,1
decentralized entity-level modeling,1
direct hmm,1
attention strategies,1
first-person affect,1
grouped weight sharing,1
stop-probability estimates,1
implicitly-defined neural networks,1
speech register,1
error-repair dependency parsing,1
detecting narrative containers,1
evinets,1
good arguments,1
non-topic-specific way,1
italian connectives,1
thesis clarity,1
english event detection,1
bayesian logistic,1
sms spam detection,1
unsupervised label refinement,1
ethical-advice taker,1
limitation,1
safer e2e conversational ai,1
pseudo-negative samples,1
semi-spoken language,1
value sensitive design,1
controllable user dialogue act augmentation,1
n-gram-based smt decoder,1
qualityadapt,1
graph neural network policies,1
minimally,1
simultaneous job interview system,1
multiple semi-autonomous agents,1
brick assembly,1
named entity variants,1
word sets,1
edu-ap,1
stable re-training,1
model churn,1
enrich4all,1
coswid,1
mt resources,1
presence,1
superficially similar instances,1
classifying students' comments,1
nepali encoder transformers,1
nepali text classification,1
alemannic dialects,1
simreluz,1
amharic social media community,1
baseline english,1
'okay',1
maltese-english classification models,1
yakutoolkit,1
yakut treebank,1
user's task manipulation,1
transition duration,1
interaction style dimensions,1
newsgroup style discussion segments,1
voice activity projection models,1
online group decision-making conversations,1
mind change,1
lad,1
ensemble document clustering,1
teachable robot,1
trigger-enhanced relation-extraction network,1
disruptive talk detection,1
language-guided action execution,1
grillbot,1
turnback utterances,1
token-pair framework,1
seretod challenge,1
baseline study,1
regularized user-aware network,1
poliqarp,1
top-k slot,1
generate quizzes,1
gentus,1
ranked dialog flows,1
turn,1
document-level topic shift,1
deepcon,1
conversational mining,1
entity-based de-noising modeling,1
large-scale intent classification dataset,1
ieval,1
unidu,1
real-time correction,1
usable formats,1
jsa learning,1
collision detection,1
grammar approximation,1
indigenous language audiobooks,1
readalong studio,1
story-centric benchmark,1
vila,1
scientific pdfs,1
pada,1
on-the-fly adaptation,1
datalog queries,1
lot,1
unfold-fold,1
probabilistic worldbuilding,1
topiocqa,1
efficiently-parsable cfgs (context-free grammars),1
mildly,1
resource-lean content flagging,1
fast retrieve,1
musique,1
nmt robustness,1
minimum dependency length,1
latent queries,1
anchored learning,1
summac,1
infinite tree,1
formalism-independent parser,1
document coverage,1
abnirml,1
hebrew np chunking,1
neural ir models,1
repeated language-based persuasion games,1
neuro-symbolic natural logic,1
introspective revision,1
token-free future,1
tampering,1
pre-trained byte-to-byte models,1
syntactically similar verbs,1
rocket science,1
systematic probes,1
representative sublanguage,1
non-randomness problem,1
transformer embedding spaces,1
proofver,1
partition-based morphology,1
structural persistence,1
mazurkiewicz trace languages,1
dp-parse,1
diff-explainer,1
russian paradigmatic gaps,1
differentiable convex optimization,1
idiomatic train,1
ranked qualia structures,1
discrete speech units,1
massively parallel rosetta stone,1
open source web reader,1
peppa pig,1
vocabulary decomposition,1
forest rescoring,1
hard attention transformers,1
variational sequential planning,1
redundancy ratio,1
insufficient evidence,1
np enrichment,1
electronic career guidance,1
psychiatric document retrieval,1
circuit complexity,1
linguistic calibration,1
high model probability,1
neural metrics,1
meeting information retrieval,1
saturated transformers,1
lambda calculus,1
constant-depth threshold circuits,1
mobilecs dataset,1
gpt-based architecture,1
offline-to-online co-evolutional user simulator,1
northern france,1
emonoba,1
automated linguistic measures,1
r'e-ordonnancement,1
programmation dynamique,1
r\'esumesvd,1
1300,1
outil efficace et performant,1
1900,1
segmentation ambiguity,1
fast online top-k passage matching,1
problème de l'arborescence généralisée couvrante,1
dead language,1
post-training embedding binarization approach,1
pr\'edire (predict),1
f re em project,1
language token prefixing,1
phonological reconstruction,1
french inclusive language,1
fenec,1
improved baseline,1
tracking sound reconstructions,1
poids d'attention (attention weights),1
inf\'erence en langue naturelle (natural language inference),1
t\^ache d'inf\'erence (inference task),1
practical orthographies,1
selective memory population,1
switchable,1
negatable,1
winograd items,1
dialectometrical inquiry,1
renewed french data sets,1
projet freem,1
appr\'ehender (understand),1
sound segment differences,1
chinese story generation,1
clip4idc,1
bertseg,1
préparées,1
individual human alignment,1
spontaneous vs,1
fad-x,1
modeling role-aware centrality,1
coréférence (coreference),1
clister,1
2-adic metrics,1
messages a\'eronautiques (aeronautical messages),1
word association models,1
biais sociétaux,1
noun pluralisation,1
repr\'esentations distribu\'ees (distributed representations),1
comfo,1
proc\'edure d'annotation multilingue,1
common source,1
nerdz,1
enfants (children),1
dutch dialect pronunciations,1
mod\`eles transformers,1
french transformers,1
preliminary dataset,1
relative divergence,1
southern italo-romance diasystems,1
align segments,1
gallo-romance vowels,1
r\'eseaux \`a base de graphes,1
adapting general domain language mod\`eles,1
phyla,1
dialect networks,1
multilateral comparison,1
french theater,1
comparative dictionary,1
split-gesture,1
visual typicality,1
english control constructions,1
generic document representations,1
patients' free form documentation,1
cognitive ease,1
harmonically bounded candidates,1
pony,1
basenps,1
syntactic associations,1
lexical frequency,1
octopi,1
structured clinical abstracts,1
newyes,1
new year's speeches,1
the gem dtd,1
classifying clinical notes,1
tier-based strictly local movement,1
election results,1
structural economy claims,1
wordbreak identification,1
coupled oscillator model,1
polynomial kernel svms,1
edge gemination,1
degemination,1
hidden structure,1
relational propositions,1
mimus,1
planning effects,1
c&c,1
linguistically motivated large-scale nlp,1
human-like morphological prediction,1
remodelling,1
creation system,1
political party names,1
electoral agitation dataset,1
totonac-tepehua,1
evaluation du risque,1
spanish abstract meaning representation,1
korean question generator,1
bart-based,1
bioinfer,1
mod\`eles de g\'en\'eration de r\'esum\'es automatiques de type s\'equence-\`a-s\'equence,1
translational,1
etat des lieux,1
gene symbol disambiguation,1
co-\'equipier,1
ngep,1
choosing the right teammate,1
texte contrainte,1
l'ing'enierie d'invite,1
prompt engineering-based text anomaly detection,1
policy-focused stance detection,1
lay equivalents,1
adjectival toponyms,1
question hour,1
politweets dataset,1
practice guidelines,1
mti (medical text indexer),1
political communities,1
2022 french presidential election,1
indian parliament,1
bionoculars,1
building analyses,1
lok sabha,1
opinion bubbles,1
transcasm,1
bioscience journal search interfaces,1
nejlt volume 8,1
task-dependent optimal weight combinations,1
samanantar,1
word packing,1
minimum discriminant estimation,1
automatic perturbation,1
abductive commonsense inference-based text understanding system,1
systemics-based,1
beth ann hockey,1
document-level temporal structures,1
binding pronominals,1
right-branching,1
opaque rule orders,1
efficient connectionist,1
manny rayner,1
domain specific sub-network,1
regulus grammar compiler,1
governor-final languages,1
joakim nivre,1
fritz hamm,1
positional grammars,1
computing attitude and affect in text: theory and applications,1
james g. shanahan,1
yan qu,1
john mcnaught,1
googleology,1
stack decoder-based hmm csr,1
statistically-derived phonetic network,1
erik t. mueller,1
markus egg,1
phase 1 status report,1
trains project,1
janyce wiebe,1
lexico-semantic pattern matching,1
ti,1
conceptual authoring,1
s. a. koval',1
miqa,1
phase i sbir grant,1
michiel van lambalgen,1
systematic construction,1
the proper treatment of events,1
cmu air travel information service,1
edward gibson,1
class a,1
florian wolf,1
coherence in natural language: data structures and applications,1
atis site reports,1
general discussion,1
atis evaluation,1
sanda harabagiu,1
talker location,1
optimal hyperbolic fit,1
connected phone recognition,1
demographic-aware language model,1
true source,1
linearizing the search,1
tomek strzalkowski,1
commercial hardware,1
$o(n^6)$ earley parser,1
molecule,1
connection machine,1
segment grammar,1
wip project,1
third construction,1
french determiners,1
jerome a. feldman,1
philip edmonds,1
partha niyogi,1
tree.trellis,1
relative duration,1
english tense-aspect semantics,1
eneko agirre,1
maximal consistent subsets,1
system implementation strategies,1
trellis-based algorithm,1
voyager domain,1
agenda parsing,1
wsj-csr data,1
bref,1
recursive acquisition,1
synonymous simplified-traditional chinese terms,1
core nl lexicon,1
national resource grammar,1
evaluation i,1
"""dry run"" benchmark test",1
comparable english and spanish corpora,1
dan2eng,1
world of translation,1
external logits,1
performance structure,1
clasp,1
bias probes,1
phrase pair relevance,1
pos-based reordering models,1
massive online collaboration,1
segmentation scoring,1
hindi generation,1
empirical mt studies,1
analogical parser,1
subphonetic modeling,1
date information,1
continuous density hmm,1
structural phrase alignment,1
automated quality judgments,1
translator's aid,1
dividing,1
channel dependence,1
spanish-to-basque machine translation,1
wide-band,1
neal-montgomery,1
hpcc grand challenge,1
corporate translation management,1
bad science,1
template matcher,1
bbn harc,1
textual processor,1
atis queries,1
role filling capabilities,1
autodirective microphone systems,1
signal representation,1
e-portfolio,1
sri's resource management,1
robust nl interpretation,1
employability,1
indirect translation equivalents,1
videotapes,1
analog implementations,1
military transportation planning,1
atis systems,1
diverse recognition methodologies,1
darpa phase ii sbir contract daah01-91-c-r297,1
esprit sundial project,1
cofe,1
abroad,1
corporate platform,1
amazonia,1
schaman,1
kth,1
singapore experience,1
lincoln tied-mixture hmm csr system,1
european strategic programme for research and development,1
darpa resource management,1
resource management benchmark,1
university of vienna,1
combinational generalization,1
personal development planning,1
typed input,1
delphi unification grammar,1
procedural elements,1
collapsed consonant,1
system development corporation,1
coordinate noun phrase,1
burroughs company,1
discriminative string similarity,1
counselor project,1
vowel models,1
incremental sigmoid belief networks,1
bbn laboratories,1
shallow dependency constraints,1
risk-graded safety,1
equipment,1
equipment model,1
directed generation,1
computing expert responses,1
generative parsing model,1
sparse information extraction,1
property misconceptions,1
computing research laboratory,1
hakka speech,1
integrated synthesis,1
mit summit speech recognition system,1
national institute of standards and technology (nist),1
computationally efficient m-estimation,1
new mexico state university,1
naval ocean systems center (nosc),1
maximum expected utility framework,1
code 441,1
menlo park,1
ucb (a global biopharmaceutical company),1
explicitly-structured discourse,1
trouble reports,1
failure reports,1
seed-driven,1
mumble,1
min-nan speech processing,1
automatic mathematical statement proving,1
donation behavior prediction,1
spanning tree parsing,1
rudsi,1
sentence-mpnet,1
gleu,1
keyword-based natural language,1
zero-shot premise selection,1
gusum,1
fetaqa,1
free-form table,1
audit,1
near-deterministic surface realisation,1
canine,1
tokenization-free encoder,1
factual knowledge injection,1
interpretable adjectival senses,1
gums₁,1
anota\cc\~ao da palavra que,1
general user modeling system,1
bilingual-lsa,1
personality generation,1
grande sert\~ao: veredas,1
depend\^encias universais,1
simples que nada,1
corpus de ud,1
taxonomic graphs,1
personage,1
udconcord,1
parse-derived features,1
econometrics,1
multilevel hypernode graphs,1
cross-modal contextualized hidden state projection method,1
handling medical queries,1
lincoln continuous speech recognition system,1
knowledge-based labeling,1
accent assignment,1
sequential truncation parsing algorithm,1
hmm-lr method,1
bangla paraphrase dataset,1
ill-designed grammars,1
banglaparaphrase,1
isolated mandarin words,1
$\phi$dmdialog,1
vot productions,1
compensation transformation,1
practical comparison,1
enumeration algorithm,1
ig-based feature compensation,1
parallel-interactive model,1
affective intonation-modeling,1
head appears,1
military computer-based systems,1
controlled equation expression generation,1
minimum-mean log-spectral distance estimation,1
representation quality,1
collaboratively generated encyclopedia,1
local expansion,1
mel frequency cepstra,1
implementation aspects,1
中文詞義全文標記語料庫,1
tree-structured mmi encoders,1
nepberta,1
rm task,1
generic text processing,1
summit system,1
86,1
000-word recognizer,1
arm continuous speech recognition project,1
loosely coupled parallel systems,1
diverse reasoning logic,1
tangora speakers,1
graphic gestures,1
iscslp 2006,1
lincoln robust csr,1
acoustical pre-processing,1
auditory processing,1
incremental structure expanding,1
integrated deictic,1
generalized consultation systems,1
ccc speaker recognition evaluation 2006,1
layered abduction,1
parlance natural language interface,1
common facts data base,1
sphinx speech recognition system,1
goats,1
sheep,1
hmm models,1
model generative reasoning,1
premo,1
class-based maximum entropy markov model approach,1
conspicuous lexical consumption,1
swift-answer algorithm,1
breath segment,1
timing models,1
cross-word coarticulation,1
japanese male,1
processing messages,1
specification version 51,1
enhanced good-turing,1
text on tap,1
communication research,1
vocal source,1
llr-based speaker verification,1
csr-nl interface,1
t\^aches d'accord du verbe en fran\ccais (verb agreement tasks in french),1
bot vocal,1
t\^aches auxiliaires,1
l'analyse biaffine,1
mcp,1
multi-level contrastive sampling,1
expertplm,1
pre-training expert representation,1
fixed data sets,1
kl penalties,1
token-level dense retrieval models,1
progressive sentiment analysis,1
hybrid reinforcement,1
跨語言專利檢索系統 (cross-language patent retrieval system),1
wspeller,1
trigger-sharing events,1
event matrix,1
線上翻譯服務 (online translation service),1
synthetic relation representation,1
billions of parameters,1
cross-format document understanding,1
xdoc,1
knowledge-rich self-supervision,1
chinese predicates,1
implicit layer ensemble,1
contrastive demonstration tuning,1
pretraining term frequencies,1
few-shot numerical reasoning,1
brian roark,1
transformer-based chinese text-to-image synthesizer,1
survey article,1
plug-and-play vqa,1
zero training,1
tsgp,1
andr\'as kornai,1
subword-delimited downsampling,1
content type profiling,1
contemporary korean,1
heuristic negative mining,1
ontological mapping,1
fcgec,1
hcl-tat,1
doc2bot,1
dualner,1
dual-teaching framework,1
movieun,1
asdot,1
po,1
knowledge injected prompt,1
docfin,1
fuel document-level relation extraction,1
explicit syntax refinement,1
subsentence modeling,1
redapt,1
wav2vec 2 encoding,1
one-sample speech recognition,1
subjective ground,1
conceptual expansion,1
diffg-rl,1
mist,1
timss test items,1
troponymy,1
biolord,1
[mask] token,1
sense-maintained sentence mixup,1
environment state,1
important tokens,1
data selection curriculum,1
comfact,1
hierarchy-aware topic phrase generation,1
user encodings,1
lexical effect,1
importance measures,1
one million gpu hours,1
background shift,1
barle,1
id10m,1
ea$^2$e,1
task-aware instruction network,1
rovist,1
markus guhe,1
query2particles,1
particle embeddings,1
logicsolver,1
stepwise reinforcement reward,1
logical prompt-enhanced learning,1
dependency-enhanced pre-trained model,1
moe,1
ke-gcl,1
clip-tuning,1
derivative-free prompt learning,1
pedagogues,1
multi-candidate optimization,1
james sanger,1
forum for information retrieval evaluation,1
tacl,1
business user resources,1
mtg,1
benchmark suite,1
dialokg,1
semiring frameworks,1
domain-specific query translation,1
mathias schulze,1
ketod,1
tanet,1
co-referring documents,1
thread-aware pretraining,1
adapterbias,1
parameter-efficient token-dependent representation shift,1
function-level code representation,1
grape,1
transadv,1
text hard-label adversarial attack,1
marie-francine moens,1
better world,1
neural-symbolic chain,1
privacy-preserving relation embedding aggregation,1
texthacker,1
learning based hybrid local search algorithm,1
retrieval context,1
feature forest models,1
concreteness-based ensemble model,1
noun property prediction,1
auto-augmented structure-aware generative model,1
feature-based efficient defense,1
resource-constrained keyphrase generation,1
roland hausser,1
gnn-encoder,1
unified prompt tuning,1
narrasum,1
assistsr,1
sparse one,1
smartave,1
private library,1
ronen feldman,1
proactive data collection,1
acl rolling review,1
task-oriented video segment retrieval,1
advanced approaches to analyzing unstructured data,1
dim-krum,1
backdoor-resistant federated learning,1
dimension-wise krum-based aggregation,1
fine-mixing,1
sentence-pair nli models,1
clle,1
cluster-based cross-training,1
quality compromise,1
p$\textm^2\textf^2$n,1
unified optimization subspace,1
mix-and-match,1
aspect ratings,1
alphatuning,1
quantization-aware parameter-efficient adaptation,1
er-test,1
multi-overlap aspect,1
pseudoreasoner,1
logical basis,1
generic sentence trimmer,1
truncation sampling,1
explicit role interaction network,1
label-abundant setup,1
generalists,1
sample efficiency,1
phonemic memories,1
humor principles,1
mcphrasy,1
generalized additive models,1
infocse,1
code syntax understanding,1
$k$-arization,1
role sets,1
perfect hash functions,1
third-party aligner,1
qadialmoe,1
low-resource interactive active labeling,1
interpreting process studies,1
why-question corpus,1
ad hoc,1
generative prompt,1
dialogusr,1
complex dialogue utterance splitting,1
singapore's translation standards,1
canarex,1
entropy guided transformation learning,1
maxsim,1
error-guided correction model,1
sets of images,1
textual-pca,1
cohesive phrase-based decoding,1
palt,1
parameter-lite transfer,1
sygma,1
counting datasets,1
modular question answering,1
m3,1
mt-enabled scanning,1
class attributes,1
latent pseudo label mapping model,1
non-referential pronouns,1
ernie-layout,1
simplified broadcast-news transcription task,1
document-level semantic properties,1
computer search strategies,1
big-five personality styles,1
semantically rich text-as-data applications,1
crossre,1
argumentation relation classification,1
logicnmr,1
non-monotonic reasoning ability,1
frsum,1
dense phrase retrieval,1
poelm,1
progressive zero-shot dataset generation,1
identifying question topic,1
query term alternations,1
sg translate together,1
training-inference gap,1
fcgcl,1
redundancy-aware video-language pre-training,1
patient multi-view multi-modal feature fusion networks,1
constituency syntactic distance,1
wait-info policy,1
information level,1
fixed to adaptive,1
ternary contrastive learning,1
autocad,1
non-autoregressive alignment,1
codeexp,1
harald,1
smt-based paraphrasing model,1
invertible event transformation,1
label-driven denoising framework,1
rearev,1
adaptive reasoning,1
enhanced back-of-the-book indexing,1
syntax-based comma resolution,1
hidden web search interfaces,1
few-shot russian language understanding,1
representation accuracy,1
matrank,1
cross-lingual factoid question answering,1
text re-ranking,1
latent preference matrix,1
cqr-sql,1
shallow answer ranking features,1
distilled sentence representations,1
sparseadapter,1
edit5,1
stop consonant productions,1
selective token generation,1
t5 warm-start,1
social-aware sparse attention network,1
session-based social recommendation,1
fine-grained expert search,1
quadapter,1
stubot,1
sat analogy questions,1
narrative event chains,1
task conflict,1
01101000 01100001 01101110 01100100 (binary code),1
intelligent clinically-informed language analyses,1
decompositional probes,1
summary lengths,1
hard labels,1
term impact decomposition,1
prediction correction,1
perturbed word suggestion,1
covertly unsafe text,1
generic relationships,1
giga-word scale unlabeled data,1
retrieve-then-edit framework,1
biography production,1
impact-based summaries,1
chaining simultaneous thoughts,1
temporal alignment,1
joint processing,1
cascaded linear model,1
l2 norm,1
binarization hypothesis,1
prompt consistency,1
self-rationalization,1
gestural cohesion,1
learned sparse indexes,1
fair text classification,1
spabert,1
geographic data,1
geo-entity representation,1
input difficulty,1
french live speech transcripts,1
mobile-phone translation services,1
pseudoamrs,1
amrize,1
l'aide \`a la r\'evision,1
semattack,1
taille des chunks,1
qualit\'e de l'\'etiquetage,1
lacuna reconstruction,1
freetransfer-x,1
métonymie,1
perkgqa,1
quiz design task,1
high-quality datapoints,1
multi-perspective search engine,1
triggers inter-langues,1
session-aware query representation,1
type-sentence alignment,1
lovis,1
in-boxbart,1
item response theory framework,1
patient and confident early exiting,1
approche neuronale profonde,1
stylo@deft2022,1
multi-niveaux de lexiques,1
plate-forme de validation,1
sylva,1
contexte industriel,1
formalisation s'emantique,1
attention crois\'ee bidirectionnelle,1
règles d'indexation (indexing rules),1
pubhealthtab,1
public health table-based dataset,1
promptgen,1
context-aware item meta-information,1
seqzero,1
multivers,1
pcee-bert,1
model output errors,1
pr\'esentation de la campagne deft 2022,1
contrastive controlled mt,1
learning orientation,1
syst'eme extranews,1
multi-task qa,1
statik,1
syst\`eme bas\'e sur l'\'energie textuelle,1
cocoa-mt,1
opponent modeling,1
anti-overestimation dialogue policy learning,1
enertex,1
lmturk,1
entity cloze,1
versatile adaptive curriculum learning framework,1
longt5,1
g\'en\'eration des connecteurs concessifs,1
recherche locale,1
composantes multiples,1
mod'elisation normalis'ee lmf,1
grammaires factoris'ees,1
personalised word complexity models,1
sens d'usage,1
syntax-guided graph transformer,1
text-based risky decision-making,1
docmt5,1
dialectes apparent'es,1
prototypical representation learning,1
polarized online groups,1
iterative retrieval-generation reasoner,1
affirmative interpretations,1
tuples d'arbres (tt-mctag),1
clip reward,1
entity coverage control,1
ideological salience,1
e-gen,1
produit cart'esien,1
multinerd,1
detecting human values,1
déplacements,1
etapes préparatoires,1
valeurs humaines,1
commentaires,1
représentation événementielle,1
domaine de la parfumerie,1
perfumery,1
dépêches épidémiologiques,1
indicateurs linguistiques,1
identification des constituants citationnels,1
french error detection,1
classification des styles de discours rapport' e,1
rep'erage de citations,1
smt phrase-extraction,1
i.a. centr\'ee-utilisateur (user-centric a.i.),1
projet multra,1
classes 'ev'enementielles,1
viquae,1
emphatic/contrastive focus,1
dijkstra-like search algorithm,1
novel alignment model,1
questions visuelles,1
number theory,1
open-world intent classification approaches,1
matching schemes,1
apprentissage supervis\'e,1
twin masked yellow muppets,1
revue,1
suivi,1
analyseur neuronal par transitions,1
comportement factice,1
traitement des requêtes,1
exploration orient\'ee entit\'es,1
mercure de france,1
unit'es d'analyse,1
litt'erature compar'ee,1
automatic study of gender of authors,1
their characters,1
erreurs d'ocr (ocr errors),1
syst\`emes de tal (nlp systems),1
traitement de donn\'ees anachroniques (processing anachronistic data),1
radicaux phonologiques,1
r'e'ecritures d'un mythe,1
corpus girls,1
volume 3 : démonstrations,1
rédaction,1
polymots,1
inclusive writing,1
moli\`ere,1
mod'eles \`a 'etats finis,1
male and female novelists,1
romanciers et romanci\`eres du xix\`eme si\`ecle,1
flux d'informations,1
l'histoire naturelle,1
syst\`emes encodeur-d\'ecodeur,1
biais de genre,1
ldapol,1
les animaux chinois de buffon,1
plateforme cassys,1
identification automatique des jugements critiques,1
1749-1789,1
consultation d'oeuvres anciennes,1
buffon's china,1
digital editing,1
appellations d'oeuvres visuelles antiques,1
pr\'efixes,1
recognition of classical visual works appellations,1
edition numérique,1
lm-core,1
late fusion mechanism,1
atp,1
timestep aware sentence embedding,1
metgen,1
semantic calendar expressions,1
module-based entailment tree generation framework,1
sparse graphical models,1
answer explanation,1
monolingual string differences,1
acme coverage,1
schema-aware denoising,1
preference feedback,1
xltime,1
behancepr,1
suicide understanding,1
chinese nps,1
ilp-based conceptual analysis,1
moment retrieval,1
